source_workbook,source_sheet,source_row,source_cell,reference_name,name_as_listed,marketing_header,technical_header,thickness_mm,option_as_listed,notes_as_listed,interpretation
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,I36,Pietra Serena Dark Grey,Serena Flint,,Structured Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,I36,Pietra Serena Dark Grey,Serena Flint,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,N36,Pietra Serena Dark Grey,Serena Flint,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,N36,Pietra Serena Dark Grey,Serena Flint,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,N36,Pietra Serena Dark Grey,Serena Flint,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,N36,Pietra Serena Dark Grey,Serena Flint,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,N36,Pietra Serena Dark Grey,Serena Flint,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,N36,Pietra Serena Dark Grey,Serena Flint,,Structured matt,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,N36,Pietra Serena Dark Grey,Serena Flint,,Structured matt,,4 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,O36,Pietra Serena Dark Grey,Serena Flint,Vintage,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,O36,Pietra Serena Dark Grey,Serena Flint,Vintage,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,O36,Pietra Serena Dark Grey,Serena Flint,Vintage,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,R36,Pietra Serena Dark Grey,Serena Flint,20mm,Structured matt,,60x120,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,R36,Pietra Serena Dark Grey,Serena Flint,20mm,Structured matt,,90x90,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,36,R36,Pietra Serena Dark Grey,Serena Flint,20mm,Structured matt,,Vintage,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,I37,Pietra Serena Warm Grey,Serena Crater,,Structured Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,I37,Pietra Serena Warm Grey,Serena Crater,,Structured Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,I37,Pietra Serena Warm Grey,Serena Crater,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,I37,Pietra Serena Warm Grey,Serena Crater,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,I37,Pietra Serena Warm Grey,Serena Crater,,Structured Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,I37,Pietra Serena Warm Grey,Serena Crater,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,N37,Pietra Serena Warm Grey,Serena Crater,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,N37,Pietra Serena Warm Grey,Serena Crater,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,N37,Pietra Serena Warm Grey,Serena Crater,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,N37,Pietra Serena Warm Grey,Serena Crater,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,N37,Pietra Serena Warm Grey,Serena Crater,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,N37,Pietra Serena Warm Grey,Serena Crater,,Structured matt,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,N37,Pietra Serena Warm Grey,Serena Crater,,Structured matt,,4 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,O37,Pietra Serena Warm Grey,Serena Crater,Vintage,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,O37,Pietra Serena Warm Grey,Serena Crater,Vintage,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,O37,Pietra Serena Warm Grey,Serena Crater,Vintage,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,R37,Pietra Serena Warm Grey,Serena Crater,20mm,Structured matt,,60x120,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,R37,Pietra Serena Warm Grey,Serena Crater,20mm,Structured matt,,90x90,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,37,R37,Pietra Serena Warm Grey,Serena Crater,20mm,Structured matt,,Vintage,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,I38,Pietra Serena Light Grey,Serena Shale,,Structured Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,I38,Pietra Serena Light Grey,Serena Shale,,Structured Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,I38,Pietra Serena Light Grey,Serena Shale,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,I38,Pietra Serena Light Grey,Serena Shale,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,I38,Pietra Serena Light Grey,Serena Shale,,Structured Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,I38,Pietra Serena Light Grey,Serena Shale,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,N38,Pietra Serena Light Grey,Serena Shale,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,N38,Pietra Serena Light Grey,Serena Shale,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,N38,Pietra Serena Light Grey,Serena Shale,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,N38,Pietra Serena Light Grey,Serena Shale,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,N38,Pietra Serena Light Grey,Serena Shale,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,N38,Pietra Serena Light Grey,Serena Shale,,Structured matt,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,N38,Pietra Serena Light Grey,Serena Shale,,Structured matt,,4 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,O38,Pietra Serena Light Grey,Serena Shale,Vintage,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,O38,Pietra Serena Light Grey,Serena Shale,Vintage,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,O38,Pietra Serena Light Grey,Serena Shale,Vintage,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,R38,Pietra Serena Light Grey,Serena Shale,20mm,Structured matt,,60x120,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,R38,Pietra Serena Light Grey,Serena Shale,20mm,Structured matt,,90x90,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,38,R38,Pietra Serena Light Grey,Serena Shale,20mm,Structured matt,,Vintage,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,I39,Pietra Serena Color 4,Serena Pewter,,Structured Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,I39,Pietra Serena Color 4,Serena Pewter,,Structured Honed,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,I39,Pietra Serena Color 4,Serena Pewter,,Structured Honed,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,I39,Pietra Serena Color 4,Serena Pewter,,Structured Honed,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,I39,Pietra Serena Color 4,Serena Pewter,,Structured Honed,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,I39,Pietra Serena Color 4,Serena Pewter,,Structured Honed,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,N39,Pietra Serena Color 4,Serena Pewter,,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,N39,Pietra Serena Color 4,Serena Pewter,,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,N39,Pietra Serena Color 4,Serena Pewter,,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,N39,Pietra Serena Color 4,Serena Pewter,,Structured matt,,1198x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,N39,Pietra Serena Color 4,Serena Pewter,,Structured matt,,898x898,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,N39,Pietra Serena Color 4,Serena Pewter,,Structured matt,,1198x2798,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,N39,Pietra Serena Color 4,Serena Pewter,,Structured matt,,4 inch Hexagon,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,O39,Pietra Serena Color 4,Serena Pewter,Vintage,Structured matt,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,O39,Pietra Serena Color 4,Serena Pewter,Vintage,Structured matt,,598x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,O39,Pietra Serena Color 4,Serena Pewter,Vintage,Structured matt,,598x1198,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,R39,Pietra Serena Color 4,Serena Pewter,20mm,Structured matt,,60x120,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,R39,Pietra Serena Color 4,Serena Pewter,20mm,Structured matt,,90x90,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,39,R39,Pietra Serena Color 4,Serena Pewter,20mm,Structured matt,,Vintage,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
Assortment confirmation list with names 260618_1.xlsx,Subsize,40,I40,Pietra Serena Color 5,Serena Dusk,,Structured Honed,,298x598,Random 10 faces,"assortment option; not SKU, stock, lifecycle or Merch priority"
